name,Nationality,Current status,Gender,Build,First appeared,Last appeared,Affiliation,Title,Rank,Date of death,First mentioned,Last mentioned,Date of birth,Eyes,Ajah,Hair,Height,Occupation,Clan,Sept,Society,Weight,Race,Hair color,Eye color
Pedron Niall,Murandian,Dead,Male,Lean,TDR Prologue,"A Crown of Swords, Prologue",Children of the Light,NA,Lord Captain Commander,1000 NE,NS 12,TOM 45,911,NA,NA,White,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Nikiol Dianatkhah,Saldaean,Dead,Male,NA,NA,NA,NA,NA,NA,NA,TOM 16,TOM 16,NA,NA,NA,NA,NA,King,NA,NA,NA,NA,NA,NA,NA
Nico,Ghealdanin,Alive,Male,NA,TDR 8,TDR 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stableman,NA,NA,NA,NA,NA,NA,NA
Nidao,Shienaran,Dead,Male,NA,TGH 3,NA,Darkfriend,NA,NA,998 NE,NA,NA,NA,NA,NA,NA,NA,Guard,NA,NA,NA,NA,NA,NA,NA
Nils,Domani,Alive,Male,NA,TOM 18,TOM 18,Dragon Reborn,NA,Lieutenant,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Jaalam Nishur,Domani,Dead,Male,NA,COT Prologue,NA,Arad Doman,NA,Officer,1000 NE,NA,NA,NA,NA,NA,NA,Tall,Soldier,NA,NA,NA,NA,NA,NA,NA
Noam,Ghealdan,Alive,Male,NA,TDR 8,TOM Epilogue,NA,NA,NA,NA,NA,NA,NA,Burnished golden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barmanes Nolaisen,Cairhienin,Alive,Male,NA,KOD 12,KOD 12,Cha Faile,Lord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uno Nomesta,Shienaran,Alive,Male,Average,TGH 9,AMOL 37,The Dragon Reborn,NA,Captain,NA,TGH 3,NA,NA,Single dark eye,NA,Long black topknot,Slightly above average,soldier,NA,NA,NA,NA,NA,NA,NA
Noram,Unknown nationality,NA,Male,NA,TOM 17,TOM 17,Band of the Red Hand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cook,NA,NA,NA,NA,NA,NA,NA
Kaisel Noramaga,Kandori,Alive,Male,NA,TOM 42,AMOL 29,Lan Mandragoran,Prince,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noreladim,Domani,Alive,Male,Stumpy,TGS 31,TGS 31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norowhin,Unknown nationality,Alive,Male,Lanky,LOC 29,LOC 29,Children of the Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Halwin Norry,Andoran,Alive,Male,Bony,LOC 10,TOM 45,House Trakand,NA,NA,NA,NA,AMOL 7,NA,NA,NA,NA,Tall,First Clerk,NA,NA,NA,NA,NA,NA,NA
Conail Northan,Andoran,Alive,Male,Lean,COT 13,TOM 23,House Trakand,Lord,High Seat,NA,NA,NA,NA,"Merry, brown",NA,NA,Tall,NA,NA,NA,NA,NA,NA,NA,NA
Marac Pandelaros den Norvin,Illianer,Alive,Male,Stout,TPOD 13,TPOD 13,Council of Nine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luan Norwelyn,Andoran,Alive,Male,NA,LOC 16,KOD 35,House Trakand,Lord,High Seat,NA,TFOH 19,NA,NA,NA,NA,Graying,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coerid Nosar,Almoren,Dead,Male,NA,NA,NA,NA,King of Almoren,King,NA,TWORJTWOT,TWORJTWOT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norodim Nosokawa,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,NA,TWORJTWOT,TWORJTWOT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faverde Nothish,Seanchan,Alive,Male,Wiry,TGS 19,TGS 19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Istaban Novares,Tairen,Dead,Male,NA,NA,NA,NA,High Lord of Tear,NA,NA,RPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Havien Nurelle,Mayener,Alive,Male,Slender,LOC 17,AMOL 37,Perrin Aybara,NA,Lord Captain,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Niach Okatomo,Kandori,Dead,Male,NA,NA,NA,Kandor,Lord,NA,NA,TOM Prologue,TOM Prologue,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Olver,Cairhienin,Alive,Male,Gaunt,LOC 5,AMOL 45,Band of the Red Hand,Hornsounder,NA,NA,NA,AMOL Epilogue,c. 989 NE - 990 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abdel Omerna,Amadician,Dead,Male,NA,LOC 9,NA,Children of the Light,NA,Lord Captain,1000 NE,LOC 9,NA,NA,"Dark, Deep, Thoughtful",NA,"Long, White",Tall,Soldier,NA,NA,NA,NA,NA,NA,NA
Daerid Ondin,Cairhienin,Alive,Male,Slender,TFOH 43,LOC 38,Band of the Red Hand,NA,Lieutenant-General,NA,NA,TGS 34,NA,Hard,NA,Shaven,Short,Soldier,NA,NA,NA,NA,NA,NA,NA
Oratar,Unknown nationality,Alive,Male,NA,TOM 34,TOM 34,Children of the Light,NA,NA,NA,TOM 7,NA,NA,NA,NA,Bald,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Orban,Unknown nationality,Alive,Male,NA,TDR 33,TDR 35,NA,Lord,NA,NA,NA,NA,NA,NA,NA,Dark,NA,Hunter of the Horn,NA,NA,NA,NA,NA,NA,NA
Ortis,Mayener,Alive,Male,NA,TPOD 10,TPOD 10,Mayene,NA,Squadman,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Osan'gar,Unclaimed territories,Dead,Male,NA,LOC Prologue,WH 35,NA,NA,Chosen,1000 NE,NA,KOD 3,NA,NA,NA,"Lank, untrimmed",NA,Asha'man,NA,NA,NA,NA,NA,NA,NA
Amondrid Osiellin,Cairhienin,Alive,Male,NA,TPOD 21,TOM 50,Dragon Reborn,Lord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oswalt,Tairen,Alive,Male,NA,NA,NA,NA,Lord,NA,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,NA,NA,NA,Hunter of the Horn,NA,NA,NA,NA,NA,NA,NA
Otarin,Unknown nationality,Bound to the Wheel,Male,NA,TGH 47,NA,Horn of Valere,NA,Hero of the Horn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Owein,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,999 NE,TSR 31,LOC 43,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA
Eagan Padros,Illianer,Dead,Male,NA,TPOD 21,TPOD 22,NA,NA,NA,1000 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Padry,Murandian,Alive,Male,Skinny,LOC 5,LOC 5,Hunter of the Horn,NA,Hunter of the Horn,NA,NA,NA,NA,NA,NA,NA,NA,Footman,NA,NA,NA,NA,NA,NA,NA
Master Padwhin,Andoran,Alive,Male,NA,NA,NA,Two Rivers,carpenter,NA,NA,TGH 12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tuck Padwhin,Andoran,Alive,Male,NA,TSR 56,TSR 56,Two Rivers,NA,NA,NA,TGH 12,NA,NA,NA,NA,NA,NA,Carpenter,NA,NA,NA,NA,NA,NA,NA
Paedrig the Peacemaker,Unknown nationality,Bound to the Wheel,Male,NA,TGH 47,TGH 47,Horn of Valere,NA,Hero of the Horn,NA,NA,ACOS 21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algwyn Paendrag,Seanchan,Dead,Male,NA,NA,NA,NA,Emperor of Seanchan,Emperor,NA,WH 14,KOD Epilogue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halvate Paendrag,Seanchan,Dead,Male,NA,NA,NA,NA,NA,High Lord,NA,TOM 47,TOM 47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modair Paendrag,Shandalle,Dead,Male,NA,NA,NA,NA,Prince,NA,FY 959,RPG,NA,FY 942,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Paers,Murandian,Alive,Male,NA,LOC 5,LOC 5,Hunter of the Horn,Lord,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hunter of the Horn,NA,NA,NA,NA,NA,NA,NA
Paetram (Kandori merchant),Kandori,alive,Male,Wide,TSR 13,TSR 13,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yellow,NA,Merchant,NA,NA,NA,NA,NA,NA,NA
Palvear,Almoth Plain,Alive,Male,NA,NA,NA,NA,NA,NA,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,NA,Bald,NA,Peddler,NA,NA,NA,NA,NA,NA,NA
Pappil,Andoran,Dead,Male,NA,NA,NA,NA,NA,NA,NA,NA,AMOL Prologue,NA,NA,NA,NA,NA,Unknown occupation,NA,NA,NA,NA,NA,NA,NA
Parelean,Tairen,Dead,Male,NA,TPOD 8,NA,Cha Faile,NA,NA,1000 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jander Parentakis,Unknown nationality,Alive,Male,NA,NA,NA,School of Cairhien,NA,NA,NA,WH Prologue,WH Prologue,NA,NA,NA,NA,NA,Inventor,NA,NA,NA,NA,NA,NA,NA
Patrim,Ghealdanin,Alive,Male,NA,TDR 8,TDR 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stableman,NA,NA,NA,NA,NA,NA,NA
Pel,Unknown nationality,Alive,Male,NA,TFOH 11,TFOH 11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wagon Driver,NA,NA,NA,NA,NA,NA,NA
Pelateos,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,NA,TGS 15,TGS 15,NA,NA,NA,NA,NA,Author,NA,NA,NA,NA,NA,NA,NA
Algarin Pendaloan,Tairen,Alive,Male,NA,COT 23,AMOL 41,NA,Lord,Asha'man,NA,NA,NA,NA,NA,NA,Thinning,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA
Emarin Pendaloan,Tairen,Dead,Male,NA,NA,NA,Tear,Lord,NA,NA,COT 23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abelle Pendar,Andoran,Alive,Male,NA,LOC 16,NA,House Trakand,Lord,High Seat,NA,TFOH 19,NA,NA,NA,NA,Gray,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aubrem Pensenor,Andoran,Alive,Male,Lean,KOD 17,KOD 17,House Trakand,Lord,NA,NA,NA,NA,NA,NA,NA,"Bald, white fringe",NA,NA,NA,NA,NA,NA,NA,NA,NA
Pevin,Cairhienin,Dead,Male,NA,TFOH 46,TFOH 55,Rand al'Thor,NA,Bannerman,999 NE,NA,NA,NA,NA,NA,Gray,NA,NA,NA,NA,NA,Thin,NA,NA,NA
Mervin Poel,Unknown nationality,Alive,Male,NA,LOC 18,WH Prologue,School of Cairhien,NA,NA,NA,NA,KOD 21,NA,NA,NA,Bald,NA,Inventor,NA,NA,NA,NA,NA,NA,NA
Posavina,Kandori,Alive,Male,NA,WH 32,WH 32,NA,NA,NA,NA,NA,WH 32,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA
Powl,Unknown nationality,Alive,Male,NA,KOD 32,KOD 32,Darkfriend,NA,NA,NA,WH 10,NA,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA
Qi,Shienaran,Alive,Male,NA,TOM 23,TOM 23,Lan Mandragoran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Raab,Atha'an Miere,Alive,Male,NA,TDR 30,TDR 30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sailor,NA,NA,NA,NA,NA,NA,NA
Radlin,NA,Dead,Male,NA,NA,NA,NA,NA,NA,NA,LOC 49,LOC 49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ogier,NA,NA
Raen,Tuatha'an,Alive,Male,Wiry,TEOTW 25,AMOL 37,NA,NA,NA,NA,NA,NA,NA,Dark,NA,Gray,NA,Seeker,NA,NA,NA,NA,NA,NA,NA
Ragan,Shienaran,Alive,Male,NA,TEOTW 46,COT 30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ragon,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,1000 NE,AMOL 9,AMOL 9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahman,Domani,Alive,Male,NA,NA,NA,Arad Doman,Lord,NA,NA,COT Prologue,COT Prologue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahvin,Andor,Dead,Male,"Bulky, muscular",TDR 4,TFOH 55,NA,NA,Chosen,999 NE,NA,TOM 57,Age of Legends,Black,NA,"Black, with white at the temples",Taller than Rand,NA,NA,NA,NA,NA,NA,NA,NA
Keemlin Rai,Kandori,Dead,Male,NA,TOM Prologue,TOM Prologue,Kandor,NA,NA,1000 NE,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Malenarin Rai,Kandori,Dead,Male,NA,TOM Prologue,TOM Prologue,Kandor,NA,Commander,1000 NE,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Rajabi,Domani,Dead,Male,Boulder-like,COT Prologue,TOM 18,Dragon Reborn,NA,NA,1000 NE,NA,TOM 32,NA,Brown,NA,Bald,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rajar,Domani,Alive,Male,Slight,COT Prologue,TGS 13,Younglings,NA,First-Lieutenant,NA,LOC 55,NA,NA,NA,NA,NA,Short,Soldier,NA,NA,NA,NA,NA,NA,NA
Rakim,Saldaean,Alive,Male,Grizzled,NS 1,TOM 7,Lan Mandragoran,NA,NA,NA,NA,TOM 42,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Joal Ramedar,Aldesharin,Dead,Male,NA,NA,NA,NA,King of Aldeshar,King,NA,LOC 26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramey,Andoran,Alive,Male,NA,TEOTW 44,TDR 45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stableman,NA,NA,NA,NA,NA,NA,NA
Santal Ramoth,Amadician,Dead,Male,NA,NA,NA,NA,NA,NA,NA,The Wheel of Time Companion,NA,NA,NA,NA,NA,NA,King,NA,NA,NA,NA,NA,NA,NA
Piqor Ramshalan,Domani,Alive,Male,Lanky,TGS 31,TOM Prologue,NA,Lord,NA,NA,NA,NA,NA,NA,NA,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalyan Ramsin,Saldaean,Alive,Male,NA,TPOD Prologue,AMOL 10,NA,Lord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rylen t'Boriden Rashad,Saldaea,Dead,Male,NA,NA,NA,NA,King of Saldaea,King,NA,RPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashan,Unknown nationality,Alive,Male,NA,NA,NA,Elaida a'Roihan's White Tower,Gaidin,NA,NA,LOC 52,COT 23,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA
Rebek,Domani,Alive,Male,NA,TOM 25,TOM 25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redbord,Domani,Alive,Male,NA,TOM 25,TOM 25,Rand al'Thor,NA,lieutenant,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Will Reeve,Unknown nationality,Dead,Male,NA,TOM 9,TOM 9,Band of the Red Hand,NA,NA,1000 NE,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Reimon,Tairen,Alive,Male,Broad,TSR 2,KOD 26,Band of the Red Hand,Lord,Banner-General,NA,NA,KOD 27,NA,NA,NA,Dark,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Remedan,Aelgar,Dead,Male,NA,NA,NA,NA,King of Aelgar,King,NA,TWORJTWOT,TWORJTWOT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hanselle Renshar,Andoran,Alive,Male,Slender,KOD 35,KOD 35,House Trakand,Lord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rett,Domani,Dead,Male,NA,NA,NA,Dragon Reborn,NA,NA,1000 NE,TOM 21,TOM 21,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Rhodric,Aiel,Dead,Male,NA,TSR 25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aiel,NA,NA,NA,NA,NA,NA
Rhuarc,Aiel,Deceased,Male,Muscular,TDR 39,AMOL 42,Car'a'carn,NA,NA,NA,NA,AMOL Epilogue,NA,NA,NA,"Dark red, graying",Tall,Clan chief,Taardad,NA,NA,NA,NA,NA,NA
Galldrian Riatin,Cairhienin,Dead,Male,NA,NA,NA,NA,King of Cairhien,King,998 NE,TGH 9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toram Riatin,Cairhienin,Dead,Male,NA,ACOS 35,NA,NA,Lord,High Seat,"Saban 21, 1000 NE",LOC 17,TOM 50,NA,NA,NA,Dark,1 span,NA,NA,NA,NA,24 stone,NA,NA,NA
Riddem,Unknown nationality,Dead,Male,NA,TOM 9,TOM 9,Band of the Red Hand,NA,NA,1000 NE,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Torven Rikshan,Cairhienin,Alive,Male,NA,NA,NA,Perrin Aybara,NA,Lord,NA,TOM 16,TOM 16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rinnin,Shienaran,Alive,Male,NA,TGS Prologue,TGS Prologue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Farmer,NA,NA,NA,NA,NA,NA,NA
Rion,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,NA,AMOL 36,AMOL 36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rittle,Andoran,Alive,Male,NA,TOM 31,TOM 31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gambler,NA,NA,NA,NA,NA,NA,NA
Manel Rochaid,Murandian,Dead,Male,NA,LOC 42,NA,Darkfriend,Baijan'm'hael,Asha'man,1000 NE,NA,NA,NA,NA,NA,NA,Tall,Asha'man,NA,NA,NA,NA,NA,NA,NA
Bavin Rockshaw,Cairhienin,Alive,Male,Slender,TGS 17,TOM 16,Perrin Aybara,NA,NA,NA,NA,TOM 44,NA,NA,NA,"Gray, blond speckled",NA,Quartermaster,NA,NA,NA,NA,NA,NA,NA
Rodic,NA,Alive,Male,NA,TGS 4,TGS 4,Younglings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gorin Rogad,Illianer,Dead,Male,NA,NA,NA,NA,False Dragon,NA,995 NE,TEOTW 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roidan,Aiel,Alive,Male,NA,TFOH 41,LOC 4,Car'a'carn,NA,NA,NA,NA,NA,NA,Icy blue,NA,Gray,NA,NA,Nakai,Salt Flat,Sha'mad Conde,NA,NA,NA,NA
Roidelle,Unknown nationality,Alive,Male,Bulky,KOD 26,TGS 27,Band of the Red Hand,NA,NA,NA,NA,TGS 34,NA,NA,NA,Graying,NA,Mapmaker,NA,NA,NA,NA,NA,NA,NA
Rolan,Aiel,Dead,Male,NA,TPOD 30,KOD 30,Sevanna,NA,NA,1000 NE,NA,TOM 29,NA,Blue,NA,NA,Tall,NA,Unknown clan,Unknown sept,Mera'din,NA,NA,NA,NA
Eurian Romavni,Kandor,Unknown,Male,NA,NA,NA,NA,NA,NA,NA,TSR 11,TSR 11,NA,NA,NA,NA,NA,Author,NA,NA,NA,NA,NA,NA,NA
Ronam,Aiel,Unknown,Male,NA,NA,NA,NA,NA,NA,NA,TOM 49,NA,990 NE- 991 NE,NA,NA,NA,Tall,Clan chief,Taardad,Unknown sept,NA,NA,NA,NA,NA
Ronan,Shienaran,Dead,Male,NA,TGH 2,TGH 2,Agelmar Jagad,NA,NA,TGH 6,NA,NA,NA,NA,NA,White,NA,Shambayan,NA,NA,NA,NA,NA,NA,NA
Ronja,Aiel,Alive,Male,NA,AMOL 37,AMOL 37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rorik,Unknown nationality,Alive,Male,NA,TGS 26,TGS 26,White Tower,Gaidin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA
Fridwyn Ros,Andoran,Alive,Male,NA,COT 10,COT 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Roshan,Unknown nationality,Alive,Male,NA,NA,NA,White Tower,Gaidin,NA,NA,ACOS 36,COT Prologue,NA,NA,NA,NA,NA,Warder,NA,NA,NA,NA,NA,NA,NA
Rosse,Andoran,NA,Male,NA,AMOL Prologue,AMOL Prologue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Rossin,Domani,Dead,Male,NA,NA,NA,Dragon Reborn,NA,NA,1000 NE,TOM 32,TOM 32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rovair,Tairen,Alive,Male,Stout,ACOS 35,ACOS 35,Darlin Sisnera,Lord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowahn,Aiel,Foreseen,Male,NA,NA,NA,NA,NA,NA,NA,TOM 48,NA,NA,NA,NA,NA,Tall,NA,Unknown clan,Unknown sept,NA,NA,NA,NA,NA
Rumann,Unknown nationality,Alive,Male,NA,COT 2,COT 2,Valan Luca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entertainer,NA,NA,NA,NA,NA,NA,NA
Ruthan,Saldaean,Alive,Male,NA,KOD 20,KOD 20,Weilin Aldragoran,NA,NA,NA,NA,NA,NA,Hard,NA,NA,NA,Clerk,NA,NA,NA,NA,NA,NA,NA
Ryden,Borderlander,Alive,Male,NA,AMOL Prologue,AMOL Prologue,Band of the Red Hand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Saddler,Andoran,Alive,Male,NA,TOM 31,TOM 31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gambler,NA,NA,NA,NA,NA,NA,NA
Wilbin Saems,Andoran,Dead,Male,NA,NA,NA,NA,NA,NA,NA,KOD 16,KOD 16,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA
Saeric,Aiel,Alive,Male,NA,LOC 42,LOC 42,Car'a'carn,NA,NA,NA,NA,NA,NA,NA,NA,Gray,NA,NA,Goshien,Red Water,Unknown society,NA,NA,NA,NA
Bertome Saighan,Cairhienin,Alive,Male,NA,TPOD 21,TOM 52,Dragon Reborn,Lord,High Seat,NA,NA,NA,NA,NA,NA,NA,Short,NA,NA,NA,NA,NA,NA,NA,NA
Sajius,Unknown nationality,Dead,Male,NA,NA,NA,NA,NA,NA,NA,TGS 48,TGS 48,NA,NA,NA,NA,NA,Author,NA,NA,NA,NA,NA,NA,NA
Sammael,Illian,Dead,Male,"Compact, Solid",TFOH Prologue,ACOS 41,NA,NA,Chosen,1000 NE,TDR 6,AMOL 41,Age of Legends,Blue,NA,"Golden, Blond",Slightly above average,NA,NA,NA,NA,NA,NA,NA,NA
Sammrie,Murandy,Alive,Male,NA,NA,NA,NA,NA,NA,NA,TGS 28,TGS 28,NA,NA,NA,NA,NA,Cooper,NA,NA,NA,NA,NA,NA,NA
Master Sanche,Tairen,Dead,Male,NA,NA,NA,NA,NA,NA,NA,NS 2,NA,NA,NA,NA,NA,NA,Fisher,NA,NA,NA,NA,NA,NA,NA
Asan Sandair,Cairhienin,Alive,Male,NA,TGH 25,TGH 25,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balding,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Juilin Sandar,Tairen,Alive,Male,NA,TDR 49,AMOL 37,NA,NA,NA,NA,TDR 48,NA,961 NE,Dark,NA,Black,"1 span, 5 inches",Thief-catcher,NA,NA,NA,28 1/2 stone,NA,NA,NA
Sandip,Unknown nationality,Alive,Male,NA,AMOL Prologue,NA,Band of the Red Hand,NA,Lieutenant,NA,NA,NA,NA,NA,NA,Dark,NA,Soldier,NA,NA,NA,NA,NA,NA,NA
Donalo Sandomere,Tairen,Alive,Male,NA,LOC 42,AMOL 42,The Shadow,NA,Asha'man,NA,NA,NA,NA,NA,NA,NA,NA,Dreadlord,NA,NA,NA,NA,NA,NA,NA
Sanduin,Aiel,Alive,Male,NA,NA,NA,Car'a'carn,NA,NA,NA,LOC 18,LOC 18,NA,NA,NA,NA,NA,NA,Unknown clan,Unknown sept,Tain Shari,NA,NA,NA,NA
Weiramon Saniago,Tairen,Unknown,Male,Thin,TFOH 41,TOM 13,Darkfriend,High Lord of Tear,NA,NA,NA,AMOL 4,NA,NA,NA,"Balding, gray streaked",NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanor,Tairen,Alive,Male,Large,TDR 32,TDR 40,Huan Mallia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sailor,NA,NA,NA,NA,NA,NA,NA
Santes,Mayener,Dead,Male,NA,WH 5,WH 5,Perrin Aybara,NA,NA,1000 NE,NA,COT 25,NA,NA,NA,NA,NA,Thief-catcher,NA,NA,NA,NA,NA,NA,NA
Agardo Saranche,Tairen,Alive,Male,Lean,KOD 21,KOD 21,NA,NA,NA,NA,NA,NA,NA,Dark,NA,Balding,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA
Jarid Sarand,Andoran,Alive,Male,NA,TFOH 19,AMOL Prologue,House Marne,Lord,High Seat,NA,NA,AMOL 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Surlivan Sarat,Altaran,Alive,Male,Stocky,WH 17,WH 17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guard,NA,NA,NA,NA,NA,NA,NA
Einor Saren,Unknown nationality,Alive,Male,NA,TGH 5,LOC 31,Children of the Light,NA,Inquisitor,NA,NA,NA,NA,NA,NA,NA,Tall,Inquisitor,NA,NA,NA,NA,NA,NA,NA
