variable,value,name
Last mentioned,AMOL 37,Kline
Affiliation,White Tower,Kline
Occupation,Warder,Kline
Title,Gaidin,Kline
Nationality,Unknown nationality,Kodam
Current status,Dead,Kodam
Gender,Male,Kodam
First mentioned,TSR 26,Kodam
Last mentioned,TSR 26,Kodam
Rank,Aes Sedai (Age of Legends),Kodam
Current status,Dead,Koimal
Race,Ogier,Koimal
Gender,Male,Koimal
First mentioned,LOC 54,Koimal
Last mentioned,LOC 54,Koimal
Current status,Dead,Kolom
Race,Ogier,Kolom
Gender,Male,Kolom
First mentioned,LOC 49,Kolom
Last mentioned,LOC 49,Kolom
Nationality,Saldaean,Venr Kosaan
Date of death,1000 NE,Venr Kosaan
Current status,Dead,Venr Kosaan
Gender,Male,Venr Kosaan
Height,"5'10"" or 178cm",Venr Kosaan
Build,Slim,Venr Kosaan
Hair,"Graying, black, curly",Venr Kosaan
First appeared,WH 7,Venr Kosaan
Last appeared,KOD 32,Venr Kosaan
Affiliation,White Tower,Venr Kosaan
Occupation,Warder,Venr Kosaan
Title,Gaidin,Venr Kosaan
Nationality,Altaran,Kostelle
Current status,Alive,Kostelle
Gender,Male,Kostelle
Hair,Gray,Kostelle
First appeared,KOD 11,Kostelle
Last appeared,KOD 11,Kostelle
Last mentioned,KOD 11,Kostelle
Occupation,Merchant,Kostelle
Nationality,Unknown nationality,Kragil
Date of death,1000 NE,Kragil
Current status,Dead,Kragil
Gender,Male,Kragil
First mentioned,AMOL 9,Kragil
Last mentioned,AMOL 9,Kragil
Nationality,Kandori,Kralle
Date of death,1000 NE,Kralle
Current status,Dead,Kralle
Gender,Male,Kralle
First appeared,TOM Prologue,Kralle
Last appeared,TOM Prologue,Kralle
Affiliation,Kandor,Kralle
Occupation,Soldier,Kralle
Nationality,Shienaran,Kuehn
Current status,Alive,Kuehn
Gender,Male,Kuehn
First appeared,TOM 23,Kuehn
Last appeared,TOM 23,Kuehn
Affiliation,Lan Mandragoran,Kuehn
Occupation,Soldier,Kuehn
Nationality,Malkieri,Nazar Kurenin
Date of death,1000 NE,Nazar Kurenin
Current status,Dead,Nazar Kurenin
Gender,Male,Nazar Kurenin
Hair,Short,Nazar Kurenin
First appeared,NS 15,Nazar Kurenin
Last appeared,TOM 23,Nazar Kurenin
Last mentioned,AMOL 6,Nazar Kurenin
Affiliation,Lan Mandragoran,Nazar Kurenin
Nationality,Domani,Mezar Kurin
Current status,Alive,Mezar Kurin
Gender,Male,Mezar Kurin
Height,Short,Mezar Kurin
Hair,Graying,Mezar Kurin
First appeared,WH Prologue,Mezar Kurin
Last appeared,AMOL 8,Mezar Kurin
Affiliation,The Shadow,Mezar Kurin
Occupation,Dreadlord,Mezar Kurin
Rank,Asha'man,Mezar Kurin
Nationality,Unknown nationality,Laandon
Gender,Male,Laandon
First appeared,AMOL 35,Laandon
Last appeared,AMOL 35,Laandon
Affiliation,Band of the Red Hand,Laandon
Occupation,Soldier,Laandon
Current status,Alive,Lacel
Race,Ogier,Lacel
Gender,Male,Lacel
First mentioned,TGH 35,Lacel
Last mentioned,TGH 35,Lacel
Nationality,Coremanda,Ladoman
Current status,Dead,Ladoman
Gender,Male,Ladoman
First mentioned,TWORJTWOT,Ladoman
Last mentioned,TWORJTWOT,Ladoman
Title,King of Coremanda,Ladoman
Rank,King,Ladoman
Nationality,Unknown nationality,Ladwin
Current status,Alive,Ladwin
Gender,Male,Ladwin
Height,Short,Ladwin
Build,Stocky,Ladwin
First mentioned,LOC 38,Ladwin
First appeared,LOC 40,Ladwin
Last appeared,AMOL Prologue,Ladwin
Affiliation,Band of the Red Hand,Ladwin
Occupation,Soldier,Ladwin
Rank,Scout,Ladwin
Current status,Alive,Laefar
Race,Ogier,Laefar
Gender,Male,Laefar
First appeared,TSR 16,Laefar
Last appeared,TSR 16,Laefar
Nationality,Aiel,Laerad
Date of death,1000 NE,Laerad
Current status,Dead,Laerad
Gender,Male,Laerad
Build,Grizzled,Laerad
First appeared,ACOS 40,Laerad
Last appeared,ACOS 40,Laerad
Affiliation,Sevanna,Laerad
Clan,Shaido,Laerad
Sept,Moshaine,Laerad
Society,Duadhe Mahdi'in,Laerad
Current status,Alive,Laird
Gender,Male,Laird
First appeared,AMOL 37,Laird
Last appeared,AMOL 37,Laird
Affiliation,Children of the Light,Laird
Occupation,Soldier,Laird
Rank,Soldier,Laird
Nationality,Taraboner,Tornay Lanasiet
Date of death,1000 NE,Tornay Lanasiet
Current status,Dead,Tornay Lanasiet
Gender,Male,Tornay Lanasiet
Weight,Stocky,Tornay Lanasiet
First appeared,KOD Prologue,Tornay Lanasiet
Last appeared,KOD Prologue,Tornay Lanasiet
Affiliation,Rodel Ituralde,Tornay Lanasiet
Nationality,Kandori,Landalin
Date of death,1000 NE,Landalin
Current status,Dead,Landalin
Gender,Male,Landalin
First appeared,TOM Prologue,Landalin
Last appeared,TOM Prologue,Landalin
Affiliation,Kandor,Landalin
Occupation,Soldier,Landalin
Rank,Lieutenant,Landalin
Nationality,Unknown nationality,Lathin
Date of death,998 NE,Lathin
Current status,Dead,Lathin
Gender,Male,Lathin
First appeared,TEOTW 30,Lathin
Last mentioned,TOM 35,Lathin
Affiliation,Children of the Light,Lathin
Occupation,Soldier,Lathin
Current status,Alive,Laud
Race,Ogier,Laud
Gender,Male,Laud
First mentioned,TGH 35,Laud
Last mentioned,TGH 35,Laud
Nationality,Unknown nationality,Lawtin
Date of death,1000 NE,Lawtin
Current status,Dead,Lawtin
Gender,Male,Lawtin
First mentioned,ACOS 37,Lawtin
Last mentioned,ACOS 37,Lawtin
Affiliation,Band of the Red Hand,Lawtin
Occupation,Soldier,Lawtin
Rank,Redarm,Lawtin
Nationality,Andoran,Barel Layden
Current status,Alive,Barel Layden
Gender,Male,Barel Layden
Build,Lanky,Barel Layden
First mentioned,LOC 28,Barel Layden
First appeared,KOD 17,Barel Layden
Last appeared,KOD 32,Barel Layden
Affiliation,House Trakand,Barel Layden
Title,Lord,Barel Layden
Nationality,Domani,Shelaan Lazari
Current status,Dead,Shelaan Lazari
Gender,Male,Shelaan Lazari
First mentioned,The Wheel of Time Companion,Shelaan Lazari
Occupation,King,Shelaan Lazari
Current status,Dead,Ledar
Race,Ogier,Ledar
Gender,Male,Ledar
First mentioned,LOC 54,Ledar
Last mentioned,COT Prologue,Ledar
Occupation,Author,Ledar
Nationality,Murandian,Ledron
Current status,Dead,Ledron
Gender,Male,Ledron
First appeared,TGS 28,Ledron
Last appeared,TGS 28,Ledron
Occupation,Unknown occupation,Ledron
Nationality,Unknown nationality,Leems
Current status,Alive,Leems
Gender,Male,Leems
First appeared,AMOL 3,Leems
Last appeared,AMOL 4,Leems
Affiliation,The Shadow,Leems
Occupation,Dreadlord,Leems
Rank,Asha'man,Leems
Nationality,Domani,Lehynen
Date of death,1000 NE,Lehynen
Current status,Dead,Lehynen
Gender,Male,Lehynen
First appeared,TOM 21,Lehynen
Last appeared,TOM 21,Lehynen
Affiliation,Dragon Reborn,Lehynen
Occupation,Soldier,Lehynen
Nationality,Aiel,Leiran
Current status,Alive,Leiran
Gender,Male,Leiran
First appeared,LOC 4,Leiran
Last appeared,LOC 4,Leiran
Last mentioned,AMOL 37,Leiran
Affiliation,Car'a'carn,Leiran
Clan,Chareen,Leiran
Sept,Cosaida,Leiran
Society,Sha'mad Conde,Leiran
Current status,Fictional character,Lenn
Gender,Male,Lenn
First mentioned,TEOTW 4,Lenn
Nationality,Arafellin,Leonin
Current status,Alive,Leonin
Gender,Male,Leonin
Hair,"Black, braided with bells",Leonin
First appeared,COT Prologue,Leonin
Last appeared,COT Prologue,Leonin
Last mentioned,TGS 12,Leonin
Affiliation,White Tower,Leonin
Occupation,Warder,Leonin
Title,Gaidin,Leonin
Nationality,Unknown nationality,Lerman
Current status,Alive,Lerman
Gender,Male,Lerman
First mentioned,ACOS Prologue,Lerman
Occupation,Builder,Lerman
Current status,Dead,Lewin
Gender,Male,Lewin
First appeared,TSR 25,Lewin
Last appeared,TSR 26,Lewin
Clan,Da'shain Aiel,Lewin
Nationality,Andoran,Dannil Lewin
Current status,Alive,Dannil Lewin
Gender,Male,Dannil Lewin
Build,Thin,Dannil Lewin
First appeared,TSR 33,Dannil Lewin
Last appeared,AMOL 8,Dannil Lewin
Affiliation,Two Rivers,Dannil Lewin
Occupation,Soldier,Dannil Lewin
Nationality,Andoran,Flann Lewin
Current status,Alive,Flann Lewin
Gender,Male,Flann Lewin
Build,Thin,Flann Lewin
Hair,Gray,Flann Lewin
First appeared,TSR 32,Flann Lewin
Last appeared,TSR 56,Flann Lewin
Affiliation,Two Rivers,Flann Lewin
Nationality,Andoran,Natley Lewin
Current status,Alive,Natley Lewin
Gender,Male,Natley Lewin
Build,Wide,Natley Lewin
First appeared,TSR 32,Natley Lewin
Last appeared,TSR 32,Natley Lewin
Affiliation,Two Rivers,Natley Lewin
Nationality,Andoran,Tell Lewin
Current status,Alive,Tell Lewin
Gender,Male,Tell Lewin
Build,Lanky,Tell Lewin
First appeared,TSR 33,Tell Lewin
Last appeared,KOD 4,Tell Lewin
Affiliation,Two Rivers,Tell Lewin
Occupation,Soldier,Tell Lewin
Nationality,Andoran,Win Lewin
Current status,Alive,Win Lewin
Gender,Male,Win Lewin
Build,Lanky,Win Lewin
First appeared,TSR 32,Win Lewin
Last appeared,TSR 32,Win Lewin
Affiliation,Two Rivers,Win Lewin
Nationality,Domani,Lidrin
Date of death,1000 NE,Lidrin
Current status,Dead,Lidrin
Gender,Male,Lidrin
Eyes,hard,Lidrin
First appeared,TGS Prologue,Lidrin
Last appeared,TOM 21,Lidrin
Affiliation,Dragon Reborn,Lidrin
Occupation,Soldier,Lidrin
Title,Lord,Lidrin
Nationality,Murandian,Llyw
Current status,Alive,Llyw
Gender,Male,Llyw
Height,Tall,Llyw
Build,"Wide, Very large",Llyw
First appeared,COT 30,Llyw
Last appeared,KOD 23,Llyw
Affiliation,White Tower,Llyw
Occupation,Warder,Llyw
Title,Gaidin,Llyw
Date of birth,908 NE,Loial
Current status,Alive,Loial
Race,Ogier,Loial
Gender,Male,Loial
Height,Tall,Loial
Hair,"Black, shaggy",Loial
Eyes,Pale,Loial
First appeared,TEOTW 36,Loial
Last appeared,AMOL Epilogue,Loial
Occupation,Treesinger,Loial
Nationality,Kandori,Lomas
Current status,Alive,Lomas
Gender,Male,Lomas
First appeared,TPOD Prologue,Lomas
Last appeared,TPOD Prologue,Lomas
Affiliation,Kandor,Lomas
Nationality,Unknown nationality,Londraed
Current status,Alive,Londraed
Gender,Male,Londraed
First appeared,KOD 27,Londraed
Last appeared,AMOL Prologue,Londraed
Affiliation,Band of the Red Hand,Londraed
Occupation,Soldier,Londraed
Nationality,Tairen,Cavan Lopar
Current status,Alive,Cavan Lopar
Gender,Male,Cavan Lopar
Build,Rotund,Cavan Lopar
First appeared,TDR 49,Cavan Lopar
Last appeared,TDR 49,Cavan Lopar
Last mentioned,TDR 52,Cavan Lopar
Occupation,Innkeeper,Cavan Lopar
Nationality,Tairen,Lopin
Date of death,1000 NE,Lopin
Current status,Dead,Lopin
Gender,Male,Lopin
Build,Stout,Lopin
Hair,Balding,Lopin
First appeared,LOC 44,Lopin
Last appeared,TOM 9,Lopin
Last mentioned,TOM Epilogue,Lopin
Affiliation,Band of the Red Hand,Lopin
Occupation,Servant,Lopin
Nationality,Taraboner,Jaq Lounalt
Date of death,1000 NE,Jaq Lounalt
Current status,Dead,Jaq Lounalt
Gender,Male,Jaq Lounalt
Build,Lean,Jaq Lounalt
First mentioned,TSR 38,Jaq Lounalt
First appeared,COT 15,Jaq Lounalt
Last appeared,TOM 23,Jaq Lounalt
Last mentioned,TOM 24,Jaq Lounalt
Affiliation,Darkfriend,Jaq Lounalt
Nationality,Seanchan,Gamel Loune
Current status,Alive,Gamel Loune
Gender,Male,Gamel Loune
Height,Tall,Gamel Loune
Build,Lean,Gamel Loune
Hair,"Dark, curly, white flecks",Gamel Loune
First appeared,KOD 34,Gamel Loune
Last appeared,KOD 34,Gamel Loune
Last mentioned,KOD 36,Gamel Loune
Affiliation,Ever Victorious Army,Gamel Loune
Occupation,Soldier,Gamel Loune
Rank,Banner-General,Gamel Loune
Current status,Dead,Luca (Aiel)
Gender,Male,Luca (Aiel)
First appeared,TSR 25,Luca (Aiel)
Last appeared,TSR 25,Luca (Aiel)
Clan,Da'shain Aiel,Luca (Aiel)
Nationality,Unknown nationality,Valan Luca
Current status,Alive,Valan Luca
Gender,Male,Valan Luca
Height,Tall,Valan Luca
Hair,Dark,Valan Luca
First appeared,TFOH 13,Valan Luca
Last appeared,KOD 35,Valan Luca
Last mentioned,TOM 52,Valan Luca
Affiliation,Valan Luca,Valan Luca
Occupation,Entertainer,Valan Luca
Nationality,Unknown nationality,Lucellin
Current status,Alive,Lucellin
Gender,Male,Lucellin
First mentioned,TSR 1,Lucellin
Last mentioned,TSR 1,Lucellin
Affiliation,Children of the Light,Lucellin
Occupation,Soldier,Lucellin
Nationality,Amadician,Therin Lugay
Current status,Alive,Therin Lugay
Gender,Male,Therin Lugay
First appeared,TFOH 10,Therin Lugay
Last appeared,TFOH 10,Therin Lugay
Occupation,Unknown occupation,Therin Lugay
Nationality,Andoran,Haral Luhhan
Date of birth,950 NE[1],Haral Luhhan
Current status,Alive,Haral Luhhan
Gender,Male,Haral Luhhan
Height,6'5''[1],Haral Luhhan
Build,"Large, Muscular",Haral Luhhan
First appeared,TEOTW 2,Haral Luhhan
Last appeared,AMOL 44,Haral Luhhan
Last mentioned,AMOL 44,Haral Luhhan
Affiliation,Two Rivers,Haral Luhhan
Occupation,Blacksmith,Haral Luhhan
Title,Village Councilor,Haral Luhhan
Nationality,Saldaea,Lurts
Current status,Alive,Lurts
Gender,Male,Lurts
Build,Muscular,Lurts
First appeared,TGS 32,Lurts
Last appeared,TGS 32,Lurts
Occupation,Soldier,Lurts
Nationality,Illianer,Gregorin Panar den Lushenos
Current status,Alive,Gregorin Panar den Lushenos
Gender,Male,Gregorin Panar den Lushenos
Height,Tall,Gregorin Panar den Lushenos
First appeared,ACOS 41,Gregorin Panar den Lushenos
Last appeared,AMOL 6,Gregorin Panar den Lushenos
Last mentioned,AMOL Epilogue,Gregorin Panar den Lushenos
Affiliation,Council of Nine,Gregorin Panar den Lushenos
Title,Steward of Illian,Gregorin Panar den Lushenos
Rank,Steward,Gregorin Panar den Lushenos
Nationality,Cairhienin,Lussin
Current status,Alive,Lussin
Gender,Male,Lussin
First appeared,TOM 19,Lussin
Last appeared,TOM 19,Lussin
Affiliation,Band of the Red Hand,Lussin
Nationality,Cairhienin,Lyncon
Current status,Alive,Lyncon
Gender,Male,Lyncon
First appeared,TGS 9,Lyncon
Last appeared,TGS 9,Lyncon
Occupation,Carpenter,Lyncon
Nationality,Saldaean,Lyonford
Current status,Dead,Lyonford
Gender,Male,Lyonford
First mentioned,TOM 16,Lyonford
Last mentioned,TOM 16,Lyonford
Occupation,King,Lyonford
Nationality,Seanchan,Ma'combe
Current status,Alive,Ma'combe
Gender,Male,Ma'combe
First appeared,TGS 19,Ma'combe
Last appeared,TGS 19,Ma'combe
Last mentioned,TGS 19,Ma'combe
Rank,So'jhin,Ma'combe
Nationality,Andoran,Renald Macer
Current status,Alive,Renald Macer
Gender,Male,Renald Macer
Build,Stout,Renald Macer
Hair,Bald,Renald Macer
First appeared,TOM 22,Renald Macer
Last appeared,TOM 22,Renald Macer
Affiliation,Queen's Guard,Renald Macer
Occupation,Soldier,Renald Macer
Rank,Sergeant,Renald Macer
Nationality,Unknown nationality,Machan
Current status,Alive,Machan
Gender,Male,Machan
First mentioned,TFOH 27,Machan
Last mentioned,TFOH 27,Machan
Affiliation,White Tower,Machan
Occupation,Warder,Machan
Title,Gaidin,Machan
Nationality,Andoran,Macharan
Current status,Alive,Macharan
Gender,Male,Macharan
Build,Bear-like,Macharan
First mentioned,LOC 28,Macharan
First appeared,TPOD 18,Macharan
Last appeared,TPOD 18,Macharan
Title,Lord,Macharan
Nationality,Tairen,Elyas Machera
Date of birth,943 NE,Elyas Machera
Current status,Alive,Elyas Machera
Gender,Male,Elyas Machera
Hair,"Brown, graying",Elyas Machera
Eyes,Golden,Elyas Machera
First appeared,NS 7,Elyas Machera
Last appeared,AMOL 40,Elyas Machera
Nationality,Domani,Machir
Current status,Alive,Machir
Gender,Male,Machir
First mentioned,COT Prologue,Machir
Last mentioned,COT Prologue,Machir
Affiliation,Arad Doman,Machir
Title,Lord,Machir
Nationality,Unknown nationality,Macoll
Current status,Alive,Macoll
Gender,Male,Macoll
First appeared,KOD 37,Macoll
Last appeared,KOD 37,Macoll
Affiliation,Band of the Red Hand,Macoll
Occupation,Soldier,Macoll
Rank,Bannerman,Macoll
Nationality,Unknown nationality,Sawyn Maculhene
Date of death,FY 943,Sawyn Maculhene
Current status,Dead,Sawyn Maculhene
Gender,Male,Sawyn Maculhene
First mentioned,TWORJTWOT,Sawyn Maculhene
Last mentioned,TWORJTWOT,Sawyn Maculhene
Occupation,General,Sawyn Maculhene
Nationality,Unknown nationality,Slone Maddow
Current status,Alive,Slone Maddow
Gender,Male,Slone Maddow
First appeared,TOM 9,Slone Maddow
Last appeared,TOM 9,Slone Maddow
Affiliation,Band of the Red Hand,Slone Maddow
Occupation,Soldier,Slone Maddow
Nationality,Altaran,Madic
Date of death,1000 NE,Madic
Current status,Dead,Madic
Gender,Male,Madic
Hair,Balding,Madic
First appeared,ACOS 16,Madic
Last appeared,TPOD 2,Madic
Affiliation,Darkfriend,Madic
Occupation,Servant,Madic
Nationality,Cairhienin,Madresin Mandevwin
Current status,Alive,Madresin Mandevwin
Gender,Male,Madresin Mandevwin
Build,Stocky,Madresin Mandevwin
Hair,Gray streaks,Madresin Mandevwin
First appeared,KOD 27,Madresin Mandevwin
Last appeared,AMOL 37,Madresin Mandevwin
Affiliation,Band of the Red Hand,Madresin Mandevwin
Occupation,Soldier,Madresin Mandevwin
Rank,Captain,Madresin Mandevwin
Nationality,Cairhien,Barin Madwen
Current status,Dead,Barin Madwen
Gender,Male,Barin Madwen
First mentioned,TGH 21,Barin Madwen
Last mentioned,TGH 21,Barin Madwen
Occupation,Innkeeper,Barin Madwen
Nationality,Unknown nationality,Madwin
Gender,Male,Madwin
First mentioned,KOD 27,Madwin
Last mentioned,AMOL Prologue,Madwin
Affiliation,Band of the Red Hand,Madwin
Occupation,Soldier,Madwin
Rank,Officer,Madwin
Nationality,Eharon,Maecine
Current status,Dead,Maecine
Gender,Male,Maecine
First mentioned,TFOH 22,Maecine
Last mentioned,TFOH 22,Maecine
Title,King of Eharon,Maecine
Rank,King,Maecine
Nationality,Unknown nationality,Yarin Maeldan
Current status,Alive,Yarin Maeldan
Gender,Male,Yarin Maeldan
Build,Stork-like,Yarin Maeldan
First appeared,TGH 9,Yarin Maeldan
Last appeared,TGH 46,Yarin Maeldan
Affiliation,Bayle Domon,Yarin Maeldan
Occupation,Sailor,Yarin Maeldan
Nationality,Aiel,Maeric
Date of death,1000 NE,Maeric
Current status,Dead,Maeric
Gender,Male,Maeric
Build,Blocky,Maeric
First appeared,ACOS Prologue,Maeric
Last appeared,ACOS 40,Maeric
Affiliation,Sevanna,Maeric
Clan,Shaido,Maeric
Sept,Moshaine,Maeric
Society,Seia Doon,Maeric
Nationality,Andoran,Kenly Maerin
Current status,Alive,Kenly Maerin
Gender,Male,Kenly Maerin
Height,Short,Kenly Maerin
Build,Stocky,Kenly Maerin
First appeared,ACOS 1,Kenly Maerin
Last appeared,TOM 24,Kenly Maerin
Affiliation,Perrin Aybara,Kenly Maerin
Occupation,Soldier,Kenly Maerin
Nationality,Seanchan,Jalid Magonine
Current status,Alive,Jalid Magonine
Gender,Male,Jalid Magonine
First mentioned,COT 4,Jalid Magonine
Last mentioned,COT 4,Jalid Magonine
Occupation,Craftsman,Jalid Magonine
Nationality,Andoran,Croi Makin
Current status,Alive,Croi Makin
Gender,Male,Croi Makin
Hair,Yellow,Croi Makin
First appeared,TFOH 50,Croi Makin
Last appeared,COT 16,Croi Makin
Affiliation,White Tower,Croi Makin
Occupation,Warder,Croi Makin
Title,Gaidin,Croi Makin
Nationality,Unknown nationality,Makzim
Current status,Alive,Makzim
Gender,Male,Makzim
First mentioned,TOM 22,Makzim
Last mentioned,TOM 22,Makzim
Affiliation,White Tower,Makzim
Occupation,Warder,Makzim
Title,Gaidin,Makzim
Nationality,Saldaean,Malain
Current status,Alive,Malain
Gender,Male,Malain
First appeared,TOM 32,Malain
Last appeared,TOM 32,Malain
Affiliation,Dragon Reborn,Malain
Occupation,Soldier,Malain
Nationality,Altaran,Malalin
Current status,Alive,Malalin
Gender,Male,Malalin
First mentioned,TGS 19,Malalin
Last mentioned,TGS 19,Malalin
Title,Lord,Malalin
Current status,Dead,Malan
Race,Ogier,Malan
Gender,Male,Malan
First mentioned,TWORJTWOT,Malan
Last mentioned,TWORJTWOT,Malan
Nationality,Cairhienin,Arel Malevin
Current status,Alive,Arel Malevin
Gender,Male,Arel Malevin
Height,Short,Arel Malevin
Build,Wide,Arel Malevin
First appeared,KOD 20,Arel Malevin
Last appeared,AMOL 37,Arel Malevin
Occupation,Asha'man,Arel Malevin
Rank,Asha'man,Arel Malevin
Nationality,Tairen,Huan Mallia
Current status,Alive,Huan Mallia
Gender,Male,Huan Mallia
Height,Tall,Huan Mallia
Hair,Dark,Huan Mallia
Eyes,Pale blue,Huan Mallia
First appeared,TDR 32,Huan Mallia
Last appeared,TDR 40,Huan Mallia
Occupation,Ship captain,Huan Mallia
Nationality,Unknown nationality,Mallone
Current status,Alive,Mallone
Gender,Male,Mallone
First appeared,AMOL 37,Mallone
Last appeared,AMOL 37,Mallone
Affiliation,Children of the Light,Mallone
Occupation,Soldier,Mallone
Nationality,Unknown nationality,Malvin
Current status,Alive,Malvin
Gender,Male,Malvin
First appeared,NS 5,Malvin
Last appeared,NS 5,Malvin
Affiliation,White Tower,Malvin
Occupation,Soldier,Malvin
Rank,Under-lieutenant,Malvin
Nationality,Malkier,Managan
Current status,Alive,Managan
Gender,Male,Managan
Build,Lean,Managan
First appeared,KOD 20,Managan
Last appeared,TOM 23,Managan
Affiliation,Lan Mandragoran,Managan
Occupation,Merchant,Managan
Nationality,Cairhienin,Manal
Current status,Alive,Manal
Gender,Male,Manal
Hair,Gray,Manal
First mentioned,LOC 54,Manal
First appeared,LOC 54,Manal
Last appeared,LOC 54,Manal
Last mentioned,LOC 54,Manal
Occupation,Boatmen,Manal
Nationality,Illianer,Eliris Mancuri den Rhomin
Current status,Alive,Eliris Mancuri den Rhomin
Gender,Male,Eliris Mancuri den Rhomin
First appeared,CCG,Eliris Mancuri den Rhomin
Last appeared,CCG,Eliris Mancuri den Rhomin
Affiliation,Council of Nine,Eliris Mancuri den Rhomin
Title,Lord,Eliris Mancuri den Rhomin
Nationality,Unknown nationality,Bili Mandair
Date of birth,978 NE,Bili Mandair
Current status,Alive,Bili Mandair
Gender,Male,Bili Mandair
First mentioned,NS 6,Bili Mandair
Last mentioned,NS 6,Bili Mandair
Nationality,Aiel,Mandein
Current status,Dead,Mandein
Gender,Male,Mandein
First appeared,TSR 25,Mandein
Last appeared,TSR 25,Mandein
Title,Sept Chief,Mandein
Clan,Aiel,Mandein
Nationality,Aiel,Mandelain
Current status,Alive,Mandelain
Gender,Male,Mandelain
Height,"6'5"" or 196cm",Mandelain
Hair,Balding,Mandelain
First mentioned,TFOH 2,Mandelain
First appeared,ACOS 18,Mandelain
Last appeared,ACOS 18,Mandelain
Last mentioned,ACOS 33,Mandelain
Affiliation,Car'a'carn,Mandelain
Occupation,Clan chief,Mandelain
Clan,Daryne,Mandelain
Sept,Broken Cliff,Mandelain
Nationality,Aiel,Manderic
Date of death,1000 NE,Manderic
Current status,Dead,Manderic
Gender,Male,Manderic
Height,Tall,Manderic
First appeared,TSR 23,Manderic
